subject_id,game_difficulty,world_number,ibi
BE09KE,easy,15,320.0
BE09KE,easy,16,10851.0
BE09KE,easy,16,117.0
BE09KE,easy,16,66.0
BE09KE,easy,16,17.0
BE09KE,easy,16,16.0
BE09KE,easy,16,167.0
BE09KE,easy,16,64.0
BE09KE,easy,16,417.0
BE09KE,easy,16,750.0
BE09KE,easy,16,683.0
BE09KE,easy,16,500.0
BE09KE,easy,18,1800.0
BE09KE,easy,18,2017.0
BE09KE,easy,19,1100.0
BE09KE,easy,19,17.0
BE09KE,easy,19,5667.0
BE09KE,easy,19,3866.0
BE09KE,hard,0,5567.0
BE09KE,hard,0,116.0
BE09KE,hard,0,4567.0
BE09KE,hard,0,2350.0
BE09KE,hard,2,32651.0
BE09KE,hard,2,17821.0
BE09KE,hard,4,117.0
BE09KE,hard,4,4817.0
BE09KE,hard,4,11733.0
BE09KE,hard,4,4000.0
BE09KE,hard,6,1167.0
BE09KE,hard,6,83.0
BE09KE,hard,6,3683.0
BE09KE,hard,7,11823.0
BE09KE,hard,7,1248.0
BE09KE,hard,7,83.0
BE09KE,hard,7,6501.0
BE09KE,hard,7,4848.0
BE09KE,hard,8,1859.0
BE09KE,hard,9,705.0
BE09KE,hard,9,3265.0
BE09KE,hard,9,1937.0
BE09KE,hard,9,2450.0
BE09KE,hard,9,200.0
BE09KE,hard,9,6589.0
BE09KE,hard,9,3155.0
BE09KE,hard,9,3072.0
BE09KE,hard,9,842.0
BE09KE,hard,9,915.0
BE09KE,hard,9,4432.0
BE09KE,hard,9,16395.0
BE09KE,hard,9,4217.0
BE09KE,hard,9,1400.0
BE09KE,hard,9,7667.0
BE09KE,hard,9,783.0
BE09KE,hard,9,3300.0
BE09KE,hard,9,3034.0
BE09KE,hard,10,6786.0
BE09KE,hard,10,1400.0
BE09KE,hard,10,13578.0
BE09KE,hard,11,19585.0
BE09KE,hard,12,19167.0
BE09KE,hard,12,5084.0
BE09KE,hard,12,6300.0
BE09KE,hard,13,1166.0
BE09KE,hard,13,9551.0
BE09KE,hard,13,193.0
BE09KE,hard,13,14184.0
BE09KE,hard,13,300.0
BE09KE,hard,14,1360.0
BE09KE,hard,14,9140.0
BE09KE,hard,14,2304.0
BE09KE,hard,14,11299.0
BE09KE,hard,14,3248.0
BE09KE,hard,14,2688.0
BE09KE,hard,14,8900.0
BE09KE,hard,14,1136.0
BE09KE,hard,14,3425.0
BE09KE,hard,14,15703.0
BE09KE,hard,14,736.0
BE09KE,hard,14,368.0
BE09KE,hard,14,913.0
BE09KE,hard,14,4929.0
BE09KE,hard,18,17584.0
BE09KE,hard,18,1551.0
BE09KE,hard,18,3800.0
BE09KE,hard,18,13084.0
BE09KE,hard,19,13617.0
BE09KE,hard,19,27785.0
BE09KE,hard,19,16.0
BE09KE,hard,19,17.0
BE09KE,hard,19,867.0
BE09KE,normal,0,4049.0
BE09KE,normal,0,1728.0
BE09KE,normal,1,4266.0
BE09KE,normal,1,3101.0
BE09KE,normal,1,8767.0
BE09KE,normal,1,17.0
BE09KE,normal,1,14184.0
BE09KE,normal,2,3249.0
BE09KE,normal,2,6832.0
BE09KE,normal,3,16722.0
BE09KE,normal,3,4929.0
BE09KE,normal,3,5123.0
BE09KE,normal,3,3168.0
BE09KE,normal,3,4822.0
BE09KE,normal,3,832.0
BE09KE,normal,3,12516.0
BE09KE,normal,5,10409.0
BE09KE,normal,5,9041.0
BE09KE,normal,5,2768.0
BE09KE,normal,5,96.0
BE09KE,normal,7,2930.0
BE09KE,normal,7,9953.0
BE09KE,normal,7,12700.0
BE09KE,normal,8,9312.0
BE09KE,normal,9,5467.0
BE09KE,normal,9,2183.0
BE09KE,normal,9,3461.0
BE09KE,normal,10,4711.0
BE09KE,normal,10,2536.0
BE09KE,normal,11,4337.0
BE09KE,normal,11,624.0
BE09KE,normal,12,2950.0
BE09KE,normal,12,2334.0
BE09KE,normal,14,1044.0
BE09KE,normal,14,1858.0
BE09KE,normal,14,33.0
BE09KE,normal,14,274.0
BE09KE,normal,14,2534.0
BE09KE,normal,14,7100.0
BE09KE,normal,14,500.0
BE09KE,normal,14,7866.0
BE09KE,normal,14,5315.0
BE09KE,normal,14,16.0
BE09KE,normal,14,10118.0
BE09KE,normal,14,15267.0
BE09KE,normal,14,2960.0
BE09KE,normal,14,9600.0
BE09KE,normal,15,10384.0
BE09KE,normal,15,12201.0
BE09KE,normal,15,514.0
BE09KE,normal,15,5517.0
BE09KE,normal,16,5394.0
BE09KE,normal,17,17.0
BE09KE,normal,17,3000.0
BE09KE,normal,18,16502.0
ED06RA,easy,0,9635.0
ED06RA,easy,1,3584.0
ED06RA,easy,1,3500.0
ED06RA,easy,1,550.0
ED06RA,easy,2,7400.0
ED06RA,easy,2,1050.0
ED06RA,easy,2,2651.0
ED06RA,easy,2,833.0
ED06RA,easy,2,750.0
ED06RA,easy,5,1808.0
ED06RA,easy,5,1808.0
ED06RA,easy,5,6417.0
ED06RA,easy,5,1264.0
ED06RA,easy,5,560.0
ED06RA,easy,5,144.0
ED06RA,easy,5,608.0
ED06RA,easy,5,943.0
ED06RA,easy,5,3007.0
ED06RA,easy,6,23067.0
ED06RA,easy,6,8450.0
ED06RA,easy,6,1083.0
ED06RA,easy,6,750.0
ED06RA,easy,6,700.0
ED06RA,easy,6,1799.0
ED06RA,easy,6,2300.0
ED06RA,easy,10,767.0
ED06RA,easy,10,567.0
ED06RA,easy,10,1250.0
ED06RA,easy,10,3550.0
ED06RA,easy,10,1084.0
ED06RA,easy,10,850.0
ED06RA,easy,10,1600.0
ED06RA,easy,10,317.0
ED06RA,easy,10,4934.0
ED06RA,easy,10,1434.0
ED06RA,easy,10,2117.0
ED06RA,easy,10,583.0
ED06RA,easy,12,2100.0
ED06RA,easy,12,667.0
ED06RA,easy,12,1084.0
ED06RA,easy,12,1084.0
ED06RA,easy,13,22344.0
ED06RA,easy,13,2326.0
ED06RA,easy,13,1165.0
ED06RA,easy,13,2112.0
ED06RA,easy,13,1327.0
ED06RA,easy,13,1237.0
ED06RA,easy,13,3516.0
ED06RA,easy,14,5892.0
ED06RA,easy,14,5304.0
ED06RA,easy,14,8985.0
ED06RA,easy,15,10450.0
ED06RA,easy,15,3817.0
ED06RA,easy,15,950.0
ED06RA,easy,15,17600.0
ED06RA,easy,15,8851.0
ED06RA,easy,15,450.0
ED06RA,easy,15,2734.0
ED06RA,easy,15,2358.0
ED06RA,easy,15,1749.0
ED06RA,easy,17,17294.0
ED06RA,easy,18,2150.0
ED06RA,easy,18,14700.0
ED06RA,easy,19,17363.0
ED06RA,easy,19,12250.0
ED06RA,hard,0,5916.0
ED06RA,hard,0,950.0
ED06RA,hard,0,2517.0
ED06RA,hard,0,1399.0
ED06RA,hard,0,1233.0
ED06RA,hard,3,3633.0
ED06RA,hard,3,7967.0
ED06RA,hard,3,917.0
ED06RA,hard,5,1776.0
ED06RA,hard,5,1137.0
ED06RA,hard,5,1040.0
ED06RA,hard,5,33730.0
ED06RA,hard,5,7501.0
ED06RA,hard,5,2467.0
ED06RA,hard,7,3768.0
ED06RA,hard,7,3704.0
ED06RA,hard,7,1118.0
ED06RA,hard,9,1998.0
ED06RA,hard,10,3842.0
ED06RA,hard,10,2185.0
ED06RA,hard,10,736.0
ED06RA,hard,10,1872.0
ED06RA,hard,10,2064.0
ED06RA,hard,10,1072.0
ED06RA,hard,10,464.0
ED06RA,hard,10,2918.0
ED06RA,hard,10,816.0
ED06RA,hard,11,2367.0
ED06RA,hard,11,1333.0
ED06RA,hard,12,2135.0
ED06RA,hard,15,2532.0
ED06RA,hard,15,2435.0
ED06RA,hard,15,3301.0
ED06RA,hard,15,5028.0
ED06RA,hard,15,4282.0
ED06RA,hard,15,8516.0
ED06RA,hard,15,982.0
ED06RA,hard,15,9951.0
ED06RA,hard,15,533.0
ED06RA,hard,15,3017.0
ED06RA,hard,15,5500.0
ED06RA,hard,17,2225.0
ED06RA,hard,17,10761.0
ED06RA,hard,17,200.0
ED06RA,hard,17,134.0
ED06RA,hard,17,66.0
ED06RA,hard,17,2883.0
ED06RA,hard,17,1700.0
ED06RA,hard,17,1516.0
ED06RA,hard,17,1150.0
ED06RA,hard,17,914.0
ED06RA,hard,17,800.0
ED06RA,hard,17,1450.0
ED06RA,hard,17,1317.0
ED06RA,hard,17,950.0
ED06RA,hard,17,2050.0
ED06RA,hard,17,1533.0
ED06RA,hard,19,4417.0
ED06RA,hard,19,1267.0
ED06RA,hard,19,1467.0
ED06RA,normal,0,66557.0
ED06RA,normal,0,983.0
ED06RA,normal,0,1661.0
ED06RA,normal,1,4750.0
ED06RA,normal,1,5717.0
ED06RA,normal,1,7000.0
ED06RA,normal,1,6817.0
ED06RA,normal,1,1933.0
ED06RA,normal,1,1100.0
ED06RA,normal,1,3234.0
ED06RA,normal,2,2343.0
ED06RA,normal,2,4277.0
ED06RA,normal,2,2240.0
ED06RA,normal,2,14179.0
ED06RA,normal,2,17792.0
ED06RA,normal,6,1761.0
ED06RA,normal,6,6400.0
ED06RA,normal,6,5268.0
ED06RA,normal,6,11168.0
ED06RA,normal,6,2096.0
ED06RA,normal,6,10118.0
ED06RA,normal,6,2082.0
ED06RA,normal,7,10437.0
ED06RA,normal,7,8817.0
ED06RA,normal,7,18017.0
ED06RA,normal,8,4944.0
ED06RA,normal,8,2048.0
ED06RA,normal,8,26453.0
ED06RA,normal,9,11525.0
ED06RA,normal,9,2907.0
ED06RA,normal,9,754.0
ED06RA,normal,9,1574.0
ED06RA,normal,10,2194.0
ED06RA,normal,10,1408.0
ED06RA,normal,10,19383.0
ED06RA,normal,10,816.0
ED06RA,normal,10,2384.0
ED06RA,normal,10,1409.0
ED06RA,normal,10,2808.0
ED06RA,normal,10,1442.0
ED06RA,normal,10,2241.0
ED06RA,normal,11,576.0
ED06RA,normal,11,1760.0
ED06RA,normal,11,5779.0
ED06RA,normal,12,28135.0
ED06RA,normal,12,4732.0
ED06RA,normal,13,9009.0
ED06RA,normal,13,20325.0
ED06RA,normal,13,11044.0
ED06RA,normal,14,1987.0
ED06RA,normal,19,2933.0
ED06RA,normal,19,12600.0
ED06RA,normal,19,13450.0
ED06RA,normal,19,2583.0
ED06RA,normal,19,1317.0
ED06RA,normal,19,2667.0
ED06RA,normal,19,2700.0
ED06RA,normal,19,3267.0
GE01IN,easy,0,11217.0
GE01IN,easy,4,9007.0
GE01IN,easy,4,2200.0
GE01IN,easy,4,3983.0
GE01IN,easy,4,4483.0
GE01IN,easy,4,1133.0
GE01IN,easy,4,4150.0
GE01IN,easy,6,18634.0
GE01IN,easy,7,2833.0
GE01IN,easy,7,9500.0
GE01IN,easy,7,7483.0
GE01IN,easy,7,4000.0
GE01IN,easy,8,6717.0
GE01IN,easy,8,1616.0
GE01IN,easy,8,416.0
GE01IN,easy,9,1500.0
GE01IN,easy,9,6136.0
GE01IN,easy,10,8000.0
GE01IN,easy,10,4867.0
GE01IN,easy,10,5188.0
GE01IN,easy,10,683.0
GE01IN,easy,10,5997.0
GE01IN,easy,12,4900.0
GE01IN,easy,12,4834.0
GE01IN,easy,12,10967.0
GE01IN,easy,12,6333.0
GE01IN,easy,12,4017.0
GE01IN,easy,14,12805.0
GE01IN,easy,14,1584.0
GE01IN,easy,16,6082.0
GE01IN,easy,16,2733.0
GE01IN,easy,16,4167.0
GE01IN,easy,16,1783.0
GE01IN,easy,16,3100.0
GE01IN,easy,16,3917.0
GE01IN,easy,19,5341.0
GE01IN,hard,2,8967.0
GE01IN,hard,2,3334.0
GE01IN,hard,2,11943.0
GE01IN,hard,2,528.0
GE01IN,hard,2,1249.0
GE01IN,hard,2,3159.0
GE01IN,hard,2,5392.0
GE01IN,hard,2,1824.0
GE01IN,hard,2,496.0
GE01IN,hard,2,2720.0
GE01IN,hard,2,528.0
GE01IN,hard,5,21801.0
GE01IN,hard,5,3867.0
GE01IN,hard,6,16724.0
GE01IN,hard,6,734.0
GE01IN,hard,6,600.0
GE01IN,hard,6,5050.0
GE01IN,hard,6,567.0
GE01IN,hard,7,11083.0
GE01IN,hard,7,10434.0
GE01IN,hard,8,21801.0
GE01IN,hard,8,3217.0
GE01IN,hard,8,9851.0
GE01IN,hard,12,650.0
GE01IN,hard,12,817.0
GE01IN,hard,12,1517.0
GE01IN,hard,12,5016.0
GE01IN,hard,14,7857.0
GE01IN,normal,0,567.0
GE01IN,normal,0,1967.0
GE01IN,normal,2,8177.0
GE01IN,normal,2,2717.0
GE01IN,normal,2,1684.0
GE01IN,normal,2,6791.0
GE01IN,normal,2,3074.0
GE01IN,normal,3,3184.0
GE01IN,normal,4,11541.0
GE01IN,normal,5,11076.0
GE01IN,normal,5,9033.0
GE01IN,normal,7,12818.0
GE01IN,normal,8,10600.0
GE01IN,normal,8,10567.0
GE01IN,normal,9,13450.0
GE01IN,normal,9,1917.0
GE01IN,normal,10,20881.0
GE01IN,normal,10,2100.0
GE01IN,normal,10,2284.0
GE01IN,normal,12,9109.0
GE01IN,normal,12,15867.0
GE01IN,normal,12,6036.0
GE01IN,normal,12,7934.0
GE01IN,normal,12,5016.0
GE01IN,normal,13,9088.0
GE01IN,normal,13,8854.0
GE01IN,normal,13,8180.0
GE01IN,normal,13,7360.0
GE01IN,normal,13,3616.0
GE01IN,normal,13,7718.0
GE01IN,normal,13,3344.0
GE01IN,normal,13,6328.0
GE01IN,normal,14,633.0
GE01IN,normal,14,12217.0
GE01IN,normal,14,4100.0
GE01IN,normal,14,1616.0
GE01IN,normal,14,4901.0
GE01IN,normal,14,5450.0
GE01IN,normal,14,3300.0
GE01IN,normal,15,10751.0
GE01IN,normal,15,750.0
GE01IN,normal,15,1450.0
GE01IN,normal,15,5267.0
GE01IN,normal,17,9584.0
GE01IN,normal,17,6481.0
GE01IN,normal,17,5956.0
GE01IN,normal,17,8211.0
GE01IN,normal,17,2192.0
GE01IN,normal,17,7346.0
GE01IN,normal,17,6383.0
GE01IN,normal,17,4112.0
GE01IN,normal,17,8752.0
GE01IN,normal,17,4435.0
JA06LU,easy,0,6473.0
JA06LU,easy,0,3667.0
JA06LU,easy,0,7212.0
JA06LU,easy,0,8476.0
JA06LU,easy,1,23163.0
JA06LU,easy,1,6041.0
JA06LU,easy,1,5516.0
JA06LU,easy,1,2276.0
JA06LU,easy,2,6667.0
JA06LU,easy,2,8833.0
JA06LU,easy,2,4867.0
JA06LU,easy,2,4050.0
JA06LU,easy,4,16835.0
JA06LU,easy,4,1917.0
JA06LU,easy,4,483.0
JA06LU,easy,4,23434.0
JA06LU,easy,4,1250.0
JA06LU,easy,7,1900.0
JA06LU,easy,7,4350.0
JA06LU,easy,8,9600.0
JA06LU,easy,8,15718.0
JA06LU,easy,8,7000.0
JA06LU,easy,8,6984.0
JA06LU,easy,8,12050.0
JA06LU,easy,8,2633.0
JA06LU,easy,9,6050.0
JA06LU,easy,9,2624.0
JA06LU,easy,9,5224.0
JA06LU,easy,9,4112.0
JA06LU,easy,9,1063.0
JA06LU,easy,9,657.0
JA06LU,easy,10,1550.0
JA06LU,easy,10,1190.0
JA06LU,easy,10,914.0
JA06LU,easy,13,3853.0
JA06LU,easy,15,10083.0
JA06LU,easy,16,1450.0
JA06LU,easy,16,1200.0
JA06LU,easy,16,1716.0
JA06LU,easy,16,1850.0
JA06LU,easy,16,3134.0
JA06LU,easy,16,1884.0
JA06LU,easy,16,2334.0
JA06LU,easy,17,4928.0
JA06LU,easy,17,6737.0
JA06LU,easy,17,4463.0
JA06LU,easy,17,2496.0
JA06LU,easy,17,3072.0
JA06LU,easy,17,2081.0
JA06LU,easy,17,560.0
JA06LU,easy,18,1615.0
JA06LU,easy,18,3008.0
JA06LU,easy,18,5520.0
JA06LU,easy,18,3760.0
JA06LU,easy,18,10145.0
JA06LU,easy,18,1248.0
JA06LU,easy,18,2944.0
JA06LU,easy,18,4288.0
JA06LU,easy,18,6656.0
JA06LU,easy,18,11616.0
JA06LU,easy,19,5951.0
JA06LU,easy,19,1417.0
JA06LU,easy,19,3624.0
JA06LU,easy,19,12897.0
JA06LU,easy,19,4517.0
JA06LU,easy,19,2917.0
JA06LU,hard,1,14333.0
JA06LU,hard,1,2607.0
JA06LU,hard,1,11450.0
JA06LU,hard,1,2983.0
JA06LU,hard,1,13801.0
JA06LU,hard,1,6433.0
JA06LU,hard,3,7734.0
JA06LU,hard,4,416.0
JA06LU,hard,4,14245.0
JA06LU,hard,4,9027.0
JA06LU,hard,4,1506.0
JA06LU,hard,4,1440.0
JA06LU,hard,4,7376.0
JA06LU,hard,4,3136.0
JA06LU,hard,4,2400.0
JA06LU,hard,4,2722.0
JA06LU,hard,4,2576.0
JA06LU,hard,4,6340.0
JA06LU,hard,4,3116.0
JA06LU,hard,6,16698.0
JA06LU,hard,6,1232.0
JA06LU,hard,6,2096.0
JA06LU,hard,6,13409.0
JA06LU,hard,6,18408.0
JA06LU,hard,7,7248.0
JA06LU,hard,7,3512.0
JA06LU,hard,7,6047.0
JA06LU,hard,7,1650.0
JA06LU,hard,7,1983.0
JA06LU,hard,7,5858.0
JA06LU,hard,7,1214.0
JA06LU,hard,7,1717.0
JA06LU,hard,8,1677.0
JA06LU,hard,8,11221.0
JA06LU,hard,8,9571.0
JA06LU,hard,8,5253.0
JA06LU,hard,8,8001.0
JA06LU,hard,9,7454.0
JA06LU,hard,9,3949.0
JA06LU,hard,9,4850.0
JA06LU,hard,9,13268.0
JA06LU,hard,9,4150.0
JA06LU,hard,9,3417.0
JA06LU,hard,9,3700.0
JA06LU,hard,9,2050.0
JA06LU,hard,10,5267.0
JA06LU,hard,10,7879.0
JA06LU,hard,10,6934.0
JA06LU,hard,10,1744.0
JA06LU,hard,10,1392.0
JA06LU,hard,10,784.0
JA06LU,hard,11,8534.0
JA06LU,hard,11,3717.0
JA06LU,hard,13,11665.0
JA06LU,hard,13,1033.0
JA06LU,hard,13,4967.0
JA06LU,hard,14,10773.0
JA06LU,hard,14,5856.0
JA06LU,hard,14,11424.0
JA06LU,hard,14,8467.0
JA06LU,hard,14,4752.0
JA06LU,hard,14,3170.0
JA06LU,hard,17,6418.0
JA06LU,hard,17,5248.0
JA06LU,hard,17,6488.0
JA06LU,hard,17,5292.0
JA06LU,hard,17,7201.0
JA06LU,hard,17,4945.0
JA06LU,hard,17,3763.0
JA06LU,hard,17,3923.0
JA06LU,hard,17,3522.0
JA06LU,hard,17,366.0
JA06LU,hard,17,5239.0
JA06LU,hard,17,1434.0
JA06LU,hard,17,1501.0
JA06LU,hard,19,11834.0
JA06LU,hard,19,11333.0
JA06LU,hard,19,1233.0
JA06LU,hard,19,10334.0
JA06LU,hard,19,6176.0
JA06LU,hard,19,3478.0
JA06LU,hard,19,6821.0
JA06LU,hard,19,995.0
JA06LU,normal,2,8150.0
JA06LU,normal,2,1767.0
JA06LU,normal,2,4367.0
JA06LU,normal,2,8001.0
JA06LU,normal,3,11447.0
JA06LU,normal,3,8612.0
JA06LU,normal,3,3884.0
JA06LU,normal,3,1800.0
JA06LU,normal,3,3466.0
JA06LU,normal,3,2386.0
JA06LU,normal,4,14129.0
JA06LU,normal,4,17974.0
JA06LU,normal,7,9501.0
JA06LU,normal,7,6400.0
JA06LU,normal,9,11503.0
JA06LU,normal,9,2026.0
JA06LU,normal,9,3479.0
JA06LU,normal,9,1400.0
JA06LU,normal,9,1750.0
JA06LU,normal,9,4833.0
JA06LU,normal,9,2600.0
JA06LU,normal,10,10324.0
JA06LU,normal,10,1841.0
JA06LU,normal,10,7460.0
JA06LU,normal,10,17698.0
JA06LU,normal,10,10817.0
JA06LU,normal,10,1400.0
JA06LU,normal,11,8192.0
JA06LU,normal,14,10735.0
JA06LU,normal,14,3897.0
JA06LU,normal,14,7650.0
JA06LU,normal,14,2700.0
JA06LU,normal,15,6080.0
JA06LU,normal,15,5154.0
JA06LU,normal,15,5987.0
JA06LU,normal,15,2880.0
JA06LU,normal,15,16136.0
JA06LU,normal,16,3254.0
JA06LU,normal,16,4467.0
JA06LU,normal,16,14350.0
JA06LU,normal,16,1451.0
JA06LU,normal,16,3050.0
JA06LU,normal,17,2700.0
JA06LU,normal,17,1100.0
JA06LU,normal,17,2917.0
JA06LU,normal,17,1233.0
JO03SA,easy,4,21101.0
JO03SA,easy,4,3266.0
JO03SA,easy,5,18322.0
JO03SA,easy,5,13904.0
JO03SA,easy,7,133.0
JO03SA,easy,7,2917.0
JO03SA,easy,7,1200.0
JO03SA,easy,7,1334.0
JO03SA,easy,8,18750.0
JO03SA,easy,8,767.0
JO03SA,easy,8,1366.0
JO03SA,easy,8,7584.0
JO03SA,easy,10,650.0
JO03SA,easy,10,2983.0
JO03SA,easy,10,866.0
JO03SA,easy,10,1632.0
JO03SA,easy,11,1750.0
JO03SA,easy,13,1567.0
JO03SA,easy,15,4183.0
JO03SA,easy,15,5800.0
JO03SA,easy,15,5016.0
JO03SA,easy,15,184.0
JO03SA,easy,15,1067.0
JO03SA,easy,18,2265.0
JO03SA,easy,18,1875.0
JO03SA,easy,18,736.0
JO03SA,easy,18,851.0
JO03SA,hard,0,2246.0
JO03SA,hard,0,7678.0
JO03SA,hard,0,3100.0
JO03SA,hard,0,850.0
JO03SA,hard,0,1567.0
JO03SA,hard,0,484.0
JO03SA,hard,0,2833.0
JO03SA,hard,0,4567.0
JO03SA,hard,0,8650.0
JO03SA,hard,1,334.0
JO03SA,hard,1,1616.0
JO03SA,hard,1,3234.0
JO03SA,hard,3,18667.0
JO03SA,hard,3,184.0
JO03SA,hard,3,1900.0
JO03SA,hard,3,10684.0
JO03SA,hard,3,266.0
JO03SA,hard,3,2350.0
JO03SA,hard,4,5239.0
JO03SA,hard,4,5776.0
JO03SA,hard,5,176.0
JO03SA,hard,5,2288.0
JO03SA,hard,6,1000.0
JO03SA,hard,6,4784.0
JO03SA,hard,6,2800.0
JO03SA,hard,6,2166.0
JO03SA,hard,6,1834.0
JO03SA,hard,6,4050.0
JO03SA,hard,6,350.0
JO03SA,hard,9,7317.0
JO03SA,hard,9,5400.0
JO03SA,hard,9,117.0
JO03SA,hard,9,14201.0
JO03SA,hard,9,2033.0
JO03SA,hard,9,2217.0
JO03SA,hard,9,450.0
JO03SA,hard,9,1034.0
JO03SA,hard,10,11104.0
JO03SA,hard,10,6768.0
JO03SA,hard,10,12576.0
JO03SA,hard,10,5123.0
JO03SA,hard,12,32637.0
JO03SA,hard,12,3511.0
JO03SA,hard,12,31229.0
JO03SA,hard,12,17.0
JO03SA,hard,13,7549.0
JO03SA,hard,13,500.0
JO03SA,hard,13,3017.0
JO03SA,hard,15,2234.0
JO03SA,hard,15,2342.0
JO03SA,hard,15,4723.0
JO03SA,hard,15,1317.0
JO03SA,hard,15,2484.0
JO03SA,hard,15,6734.0
JO03SA,hard,15,2467.0
JO03SA,hard,15,1083.0
JO03SA,hard,16,9783.0
JO03SA,hard,16,18417.0
JO03SA,hard,16,633.0
JO03SA,hard,16,1584.0
JO03SA,hard,16,4534.0
JO03SA,hard,16,2215.0
JO03SA,hard,16,2389.0
JO03SA,hard,16,3005.0
JO03SA,hard,16,2400.0
JO03SA,hard,17,5168.0
JO03SA,hard,17,11523.0
JO03SA,hard,19,2784.0
JO03SA,normal,0,6337.0
JO03SA,normal,0,1712.0
JO03SA,normal,0,496.0
JO03SA,normal,0,208.0
JO03SA,normal,0,208.0
