subject_id,game_difficulty,world_number,0
JA06LU,normal,16,0.9330556561632258
JA06LU,normal,17,0.9357687675632276
JA06LU,normal,18,0.9367916585713361
JA06LU,normal,19,0.8669221460266237
JO03SA,easy,0,0.9830187248881813
JO03SA,easy,1,0.8983979046906357
JO03SA,easy,2,1.0
JO03SA,easy,3,0.8405645034363359
JO03SA,easy,4,0.9287993668785581
JO03SA,easy,5,0.8920158994994603
JO03SA,easy,6,0.3875094055680963
JO03SA,easy,7,0.9468711101052394
JO03SA,easy,8,0.8329295968585052
JO03SA,easy,9,0.8664192949907236
JO03SA,easy,10,0.802787560140866
JO03SA,easy,11,0.9522462127807766
JO03SA,easy,12,0.8297839185539164
JO03SA,easy,13,0.9206509104998063
JO03SA,easy,14,0.9351421069602469
JO03SA,easy,15,0.855054596688975
JO03SA,easy,16,0.8893181205641901
JO03SA,easy,17,0.7423402078509505
JO03SA,easy,18,0.9494562076393632
JO03SA,easy,19,0.8871789696755639
JO03SA,hard,0,0.8056801488590736
JO03SA,hard,1,0.8794699135996065
JO03SA,hard,2,0.880449988342271
JO03SA,hard,3,0.72937936767724
JO03SA,hard,4,0.9390085922009254
JO03SA,hard,5,0.8841623292764059
JO03SA,hard,6,0.8416512510953169
JO03SA,hard,7,0.701529473812325
JO03SA,hard,8,0.8387302345959294
JO03SA,hard,9,0.8387988294858099
JO03SA,hard,10,0.8828291363866825
JO03SA,hard,11,0.8741892931735737
JO03SA,hard,12,0.8095190893922123
JO03SA,hard,13,0.8215002461282138
JO03SA,hard,14,0.3006086266207992
JO03SA,hard,15,0.7485904510556622
JO03SA,hard,16,0.8162416749457262
JO03SA,hard,17,0.8660123324093455
JO03SA,hard,18,0.32770745428973275
JO03SA,hard,19,0.8344249024946648
JO03SA,normal,0,0.8194360169897487
JO03SA,normal,1,0.8998887137160345
JO03SA,normal,2,0.9697118452702371
JO03SA,normal,3,0.8401012394387166
JO03SA,normal,4,0.8281584487730659
JO03SA,normal,5,0.834321590512731
JO03SA,normal,6,0.8137010491326477
JO03SA,normal,7,0.7972253618696904
JO03SA,normal,8,0.838597039816552
JO03SA,normal,9,0.8898362126991249
JO03SA,normal,10,0.18657478305257785
JO03SA,normal,11,0.8631544902432889
JO03SA,normal,12,0.7879970271274619
JO03SA,normal,13,0.47058823529411764
JO03SA,normal,14,0.8879210830097597
JO03SA,normal,15,0.8431415565184007
JO03SA,normal,16,1.0
JO03SA,normal,17,0.7438081207991898
JO03SA,normal,18,0.621972035591066
JO03SA,normal,19,0.7686327991817252
KR07HA,easy,0,0.7431198841243642
KR07HA,easy,1,0.08376963350785341
KR07HA,easy,2,0.7475355646065758
KR07HA,easy,3,0.6590227613465994
KR07HA,easy,4,0.5341324822915856
KR07HA,easy,5,0.8370251578630851
KR07HA,easy,6,0.8125502815768303
KR07HA,easy,7,0.6031687739363097
KR07HA,easy,8,0.7861899080096993
KR07HA,easy,9,0.8787612176667253
KR07HA,easy,10,0.8834855101230648
KR07HA,easy,11,0.7021663172606569
KR07HA,easy,12,0.834827824056879
KR07HA,easy,13,0.8315370385265021
KR07HA,easy,14,0.794670250259895
KR07HA,easy,15,0.6713553857704367
KR07HA,easy,16,0.7707607699358386
KR07HA,easy,17,0.6676645511515586
KR07HA,easy,18,0.8562237609726842
KR07HA,easy,19,0.7624957497449847
KR07HA,hard,0,0.8560377086931491
KR07HA,hard,1,0.7950310559006211
KR07HA,hard,2,0.6749500703925613
KR07HA,hard,3,0.6459674627898927
KR07HA,hard,4,0.5935824175824176
KR07HA,hard,5,0.7818463740458015
KR07HA,hard,6,0.8372158032053671
KR07HA,hard,7,0.8594457325825329
KR07HA,hard,8,0.7153983088562528
KR07HA,hard,9,0.09709717479043775
KR07HA,hard,10,0.8689446729913526
KR07HA,hard,11,0.22864167178856792
KR07HA,hard,12,0.821105496287978
KR07HA,hard,13,0.7044452705932338
KR07HA,hard,14,0.0
KR07HA,hard,15,0.593497290537724
KR07HA,hard,16,0.22907337237340683
KR07HA,hard,17,0.6055538966855778
KR07HA,hard,18,0.8371258827485708
KR07HA,hard,19,0.7653970691324231
KR07HA,normal,0,0.8654935427837777
KR07HA,normal,1,0.8560132837827152
KR07HA,normal,2,0.8044359828653023
KR07HA,normal,3,0.8630077872148447
KR07HA,normal,4,0.7042532649016718
KR07HA,normal,5,0.9092651757188498
KR07HA,normal,6,0.6515628992419725
KR07HA,normal,7,0.7547129160831628
KR07HA,normal,8,0.6259856457790223
KR07HA,normal,9,0.6866302840998825
KR07HA,normal,10,0.7106031780058415
KR07HA,normal,11,0.7178062253977705
KR07HA,normal,12,0.8759231905465288
KR07HA,normal,13,0.7451039053690194
KR07HA,normal,14,0.39854299928926795
KR07HA,normal,15,0.6811277622555245
KR07HA,normal,16,0.9186798679867987
KR07HA,normal,17,0.653768921841211
KR07HA,normal,18,0.8361944763253645
KR07HA,normal,19,0.7784051320246991
MA03CL,easy,0,0.9677556771635482
MA03CL,easy,1,0.9602649006622517
MA03CL,easy,2,0.8984565393988627
MA03CL,easy,3,0.849910349636418
MA03CL,easy,4,0.8286294939317609
MA03CL,easy,5,0.8840638459589562
MA03CL,easy,6,0.9383745963401507
MA03CL,easy,7,0.9564629529475392
MA03CL,easy,8,0.8497973061331241
MA03CL,easy,9,0.8808092733712568
MA03CL,easy,10,0.8685339389351502
MA03CL,easy,11,0.9528342917894941
MA03CL,easy,12,0.8844895540843402
MA03CL,easy,13,0.7883233874339579
MA03CL,easy,14,0.9885697956850978
MA03CL,easy,15,0.8485639686684073
MA03CL,easy,16,0.6945281340564116
MA03CL,easy,17,0.9276488741570466
MA03CL,easy,18,0.9305500199282583
MA03CL,easy,19,0.8581316216843244
MA03CL,hard,0,0.9550832163625426
MA03CL,hard,1,0.96298010180472
MA03CL,hard,2,0.8415157584924171
MA03CL,hard,3,0.894974396874835
MA03CL,hard,4,0.7976292182827851
MA03CL,hard,5,0.7543902094800299
MA03CL,hard,6,0.9723914247290563
MA03CL,hard,7,0.9094274185480374
MA03CL,hard,8,0.8916721514576639
MA03CL,hard,9,0.9589699359290291
MA03CL,hard,10,0.9302055977476519
MA03CL,hard,11,0.9019270474879559
MA03CL,hard,12,0.9719509661333887
MA03CL,hard,13,0.9405428329092451
MA03CL,hard,14,0.867710642008502
MA03CL,hard,15,0.799761620977354
MA03CL,hard,16,0.8876639422163087
MA03CL,hard,17,0.782071764756682
MA03CL,hard,18,0.8315617783968039
MA03CL,hard,19,0.8986496403933656
MA03CL,normal,0,0.9252952485580884
MA03CL,normal,1,0.9354045949541181
MA03CL,normal,2,0.8962250862736812
MA03CL,normal,3,0.8425161160354553
MA03CL,normal,4,0.9777759620884059
MA03CL,normal,5,0.9511701719507516
MA03CL,normal,6,0.8659515041539912
MA03CL,normal,7,0.9178781925343812
MA03CL,normal,8,0.86
MA03CL,normal,9,0.8225377432905913
MA03CL,normal,10,0.8249342123878781
MA03CL,normal,11,0.905152224824356
MA03CL,normal,12,0.8068833652007649
MA03CL,normal,13,0.839420120852327
MA03CL,normal,14,0.8573158914728682
MA03CL,normal,15,0.9796098898668671
MA03CL,normal,16,0.9726446280991735
MA03CL,normal,17,0.915886867837241
MA03CL,normal,18,0.8814095725766304
MA03CL,normal,19,0.90513177985793
PA05OL,easy,0,0.974349302150132
PA05OL,easy,1,0.9506768189509306
PA05OL,easy,2,0.9309573908469226
PA05OL,easy,3,0.9008553654743391
PA05OL,easy,4,0.9553072625698324
PA05OL,easy,5,0.916873985938345
PA05OL,easy,6,0.9211436896740121
PA05OL,easy,7,0.8772813238770686
PA05OL,easy,8,0.7342806394316164
PA05OL,easy,9,0.8718675644205943
PA05OL,easy,10,0.9881918819188192
PA05OL,easy,11,1.0
PA05OL,easy,12,0.9059551430781129
PA05OL,easy,13,0.9368665891344077
PA05OL,easy,14,0.9071830745606552
PA05OL,easy,15,0.922356894275771
PA05OL,easy,16,0.9552188267163295
PA05OL,easy,17,0.9374099082011987
PA05OL,easy,18,0.9675401024607374
PA05OL,easy,19,0.9405328871154589
PA05OL,hard,0,0.7717170088862917
PA05OL,hard,1,0.8252821069900459
PA05OL,hard,2,0.9266652875465453
PA05OL,hard,3,0.8993409227082085
PA05OL,hard,4,0.9503282546760807
PA05OL,hard,5,0.9157482243448445
PA05OL,hard,6,0.9183397247913377
PA05OL,hard,7,0.8800623052959502
PA05OL,hard,8,0.8425380461462936
PA05OL,hard,9,0.836810139952469
PA05OL,hard,10,0.765859346017277
PA05OL,hard,11,0.8896476642913698
PA05OL,hard,12,0.8144508670520231
PA05OL,hard,13,0.7901285347043702
PA05OL,hard,14,0.8409100777213321
PA05OL,hard,15,0.8651162790697674
PA05OL,hard,16,0.8230185431499882
PA05OL,hard,17,0.9797611819469743
PA05OL,hard,18,0.7870484944906017
PA05OL,hard,19,0.8581657109917782
PA05OL,normal,0,0.9741219963031423
PA05OL,normal,1,0.8656445430704055
PA05OL,normal,2,0.6567738389667491
PA05OL,normal,3,0.9894143366701185
PA05OL,normal,4,0.7582332429290972
PA05OL,normal,5,0.8766561079741082
PA05OL,normal,6,0.8733109104856317
PA05OL,normal,7,0.8954478810305103
PA05OL,normal,8,0.9614085239085239
PA05OL,normal,9,0.8850102669404517
PA05OL,normal,10,0.9794967381174278
PA05OL,normal,11,0.880463401790416
PA05OL,normal,12,0.7512174284493806
PA05OL,normal,13,1.0
PA05OL,normal,14,0.8840241145440844
PA05OL,normal,15,0.8778114186851211
PA05OL,normal,16,0.9158581608998025
PA05OL,normal,17,0.8037562284400154
PA05OL,normal,18,0.8638554869461597
PA05OL,normal,19,0.8422502666192677
PI10MA,easy,0,0.9786307119916049
PI10MA,easy,1,0.9368665120900961
PI10MA,easy,2,0.9870942178699799
PI10MA,easy,3,0.8567844099361566
PI10MA,easy,4,0.928950195820192
PI10MA,easy,5,0.8182229417646779
PI10MA,easy,6,0.7871361682319761
PI10MA,easy,7,0.951568161231884
PI10MA,easy,8,0.9601562980739646
PI10MA,easy,9,0.9608089860054014
PI10MA,easy,10,0.932832523199293
PI10MA,easy,11,0.8323905509301677
PI10MA,easy,12,0.9136562059601966
PI10MA,easy,13,0.9315007867820614
PI10MA,easy,14,0.5394001490312966
PI10MA,easy,15,0.9506597628194421
PI10MA,easy,16,0.9211194731890875
PI10MA,easy,17,0.8279039948711784
PI10MA,easy,18,0.9756124115405552
PI10MA,easy,19,0.9905716114420757
PI10MA,hard,0,0.9468107209640557
PI10MA,hard,1,0.977377274287676
PI10MA,hard,2,0.7238999372561857
PI10MA,hard,3,0.9010736196319018
PI10MA,hard,4,0.9206085753803596
PI10MA,hard,5,0.9209250524109015
PI10MA,hard,6,0.870934211096193
PI10MA,hard,7,0.9953848689632437
PI10MA,hard,8,0.8612915613299625
PI10MA,hard,9,0.8944874033424794
PI10MA,hard,10,0.48505335719493603
PI10MA,hard,11,0.97050799970508
PI10MA,hard,12,0.8659183376925312
PI10MA,hard,13,0.7853571825352739
PI10MA,hard,14,0.8568656368858185
PI10MA,hard,15,0.7747653806047967
PI10MA,hard,16,0.7526901843361093
PI10MA,hard,17,0.6155675675675676
PI10MA,hard,18,0.9336506159014558
PI10MA,hard,19,0.6093913270637409
PI10MA,normal,0,0.8991820429902987
PI10MA,normal,1,0.8691106585200271
PI10MA,normal,2,0.9403341288782816
PI10MA,normal,3,0.8671218165081314
PI10MA,normal,4,0.933972850678733
PI10MA,normal,5,0.7863228444848347
PI10MA,normal,6,1.0
PI10MA,normal,7,0.9390579336427712
PI10MA,normal,8,0.866986255047441
PI10MA,normal,9,0.8015722690625052
PI10MA,normal,10,0.9247770983500154
PI10MA,normal,11,0.828369140625
PI10MA,normal,12,0.5798682972718721
PI10MA,normal,13,0.7431826219682445
PI10MA,normal,14,0.9330134759582612
PI10MA,normal,15,0.9807798345805435
PI10MA,normal,16,0.9701512515058225
PI10MA,normal,17,0.9195313256512055
PI10MA,normal,18,0.9637083062845837
PI10MA,normal,19,0.9592123769338959
TI01NI,easy,0,0.9699602966514346
TI01NI,easy,1,0.9435169627855432
TI01NI,easy,2,1.0
TI01NI,easy,3,0.9779661016949153
TI01NI,easy,4,1.0
TI01NI,easy,5,0.9700149925037481
TI01NI,easy,6,0.930881511161992
TI01NI,easy,7,0.9753208292201382
TI01NI,easy,8,0.9742999616417338
TI01NI,easy,9,0.9683992726816728
TI01NI,easy,10,1.0
TI01NI,easy,11,0.9205756122191365
TI01NI,easy,12,0.9502284436667638
TI01NI,easy,13,0.9723076923076923
TI01NI,easy,14,0.9077620312412935
TI01NI,easy,15,1.0
TI01NI,easy,16,0.8194472062040167
TI01NI,easy,17,0.9558187629253619
TI01NI,easy,18,0.920463674968438
TI01NI,easy,19,0.9800152661161613
TI01NI,hard,0,0.794155454623361
TI01NI,hard,1,0.729869137453434
TI01NI,hard,2,0.9284994330351518
TI01NI,hard,3,0.8716994633273702
TI01NI,hard,4,1.0
TI01NI,hard,5,1.0
TI01NI,hard,6,0.9721830985915493
TI01NI,hard,7,0.9352035932552831
TI01NI,hard,8,1.0
TI01NI,hard,9,1.0
TI01NI,hard,10,0.9579610879491761
TI01NI,hard,11,0.9431553003487244
TI01NI,hard,12,0.8816093014671957
TI01NI,hard,13,0.8805786479982498
TI01NI,hard,14,0.9962391287314895
TI01NI,hard,15,0.966499111138356
TI01NI,hard,16,0.8382860485522082
TI01NI,hard,17,1.0
TI01NI,hard,18,0.9759276018099547
TI01NI,hard,19,1.0
TI01NI,normal,0,0.9241366899282157
TI01NI,normal,1,1.0
TI01NI,normal,2,0.8245327021476557
TI01NI,normal,3,0.9536047445480942
TI01NI,normal,4,0.8983911939034717
TI01NI,normal,5,0.9560422282120395
TI01NI,normal,6,0.8742765355294357
TI01NI,normal,7,0.9171901301473909
TI01NI,normal,8,1.0
TI01NI,normal,9,0.9519574335870747
TI01NI,normal,10,0.9083269671504965
TI01NI,normal,11,0.944795347672445
TI01NI,normal,12,0.930328604776441
TI01NI,normal,13,0.9221409121851599
TI01NI,normal,14,0.927578912439338
TI01NI,normal,15,0.9324
TI01NI,normal,16,0.808752948832669
TI01NI,normal,17,0.9234394089243121
TI01NI,normal,18,0.8348692138654569
TI01NI,normal,19,0.9802311764070433
